"linha_original_aproximada","Nome da Música","Artista","Gênero Musical","Letra da Música","genero_filtrado"
"56495","mascarada","emílio santiago","mpb","vejo agora esse teu lindo olhar
olhar que eu sonhei
e sonhei conquistar
e que num dia afinal conquistei  enfim
findou se o carnaval
e só nos carnavais
encontrava me sem
encontrar este teu lindo olhar  porque
o poeta era eu
cujas rimas eram compostas
na esperança de que
tirasses essa máscara
que sempre me fez mal
mal que findou só
depois do carnaval","mpb"
"56496","mentiras","emílio santiago","mpb","nada ficou no lugar
eu quero quebrar essas xícaras
eu vou enganar o diabo
eu quero acordar sua família
eu vou escrever no seu mundo
e violentar o seu rosto
eu quero roubar no seu jogo
eu já arranhei os seus discos
que é pra ver se você volta
que é ora ver se você vem
que é pra ver se você olha
pra mim
nada ficou no lugar
eu quero entregar suas mentiras
eu vou invadir sua alma
queria falar sua língua
eu vou publicar seus segredos
eu vou mergulhar sua guia
eu vou derramar nos seus planos
o resto da minha alegria
que é pra ver se você volta
que é ora ver se você vem
que é pra ver se você olha
pra mim","mpb"
"56497","maria vai com as outras","emílio santiago","mpb","maria era uma boa moca
da turma la do gantois
era maria vai com as outras
maria de cozer maria de casar 
porem o que ninguem sabia
e que tinha um particular
alem de cozer alem de rezar
tambem era maria de pecar
tumbaie caboclo tumbaila e ca
tumbaie guerreiro tumbaila e ca
tumbaie meu pai tumbaila e ca
nao me deixe so  bis 
maria que nao foi com as outras
maria que nao foi pro mar
no dia dois de fevereiro
maria nao brincou na festa de iemanja
nao foi jogar agua de cheiro
nem flores pra seu orixa
ai iemanja pegou e levou
o moco de maria para o mar 
tumbaie caboclo tumbaila e ca
tumbaie guerreiro tumbaila e ca
tumbaie iemanja nao me deixe so  bis ","mpb"
"56498","lembra de mim","emílio santiago","mpb","lembra de mim
dos beijos que escrevi nos muros a giz
os mais bonitos continuam por lá
documentando que alguém foi feliz
lembra de mim
nós dois nas ruas provocando os casais
amando mais do que o amor é capaz
perto daqui há tempos atrás
lembra de mim
a gente sempre se casava ao luar
depois jogava os nossos corpos no mar
tão naufragados e exaustos de amar
lembra de mim
se existe um pouco de prazer em sofrer
querer te ver talvez eu fosse capaz
perto daqui ou tarde demais
lembra de mim   ","mpb"
"56499","margarida perfumada","emílio santiago","mpb","encontrei margarida perfumada 
como dava risada
por também me encontrar
seu olho já espionava
indo pra timbalada
pra me ver timbalar
margarida no jarro
margarida no barro
margarida no carro
encontrei margarida chorona
me pedindo carona
pronde eu vou  você vai
meu olho já espionava
se me fatar palavras
vou dizer te armar
venha cá  venha cá
venha cá  venha cá
venha cá  venha cá
venha cá  venha cá
tum  tum  tum
tum  tum  tum","mpb"
"56500","mania de você","emílio santiago","mpb","meu bem você me dá água na boca
vestindo fantasias  tirando a roupa
molhada de suor
de tanto a gente se beijar
de tanto imaginar loucuras
a gente faz amor por telepatia
no chão  no mar  na lua  na melodia
mania de você
de tanto a gente se beijar
de tanto imaginar loucuras
nada melhor do que não fazer nada
só pra deitar e rolar com você","mpb"
"56501","logo agora","emílio santiago","mpb","agora  justamente agora
agoraque penso em ir embora você me sorri
passou a noite inteira
com seu amor do lado
fingiu um bocado
mas hoje em dia 
os amores são assim
ele foi embora
nem faz uma hora
pensando quem sabe nos beijos
que você lhe deu
tolo  pensou que beijar sua boca foi consolo
despertou o instinto da fêmea
que agora que se deixar abater
se sentir caçada  dominada até desfalecer
agora eu entendo o sorriso
ele é que não entendeu
se não fez amor com você
faço eu
agora entendo o sorriso
ele é que não entendeu
se não fez amor com você
faço eu
logo agora   ","mpb"
"56502","lesões corporais","emílio santiago","mpb","bm
nós dois já não somos os mesmos
c  b 
não dá pra tampar o sol com a peneira
em  c   f   bm
e nos enganar se vê no olhar o que a boca não diz
f   bm c  b 
você não é feliz nem eu e é por isso que a gente não se entende mais
em  c  
e quando a gente transa amor já não faz
f   b 
essa é a razão da insatisfação tá faltando paixão
em a  d m
e aí nós ficamos brigando até mesmo na rua
g m em  c   f  
eu saio arranhado e você semi nua e da última vez ainda tenho
b 
sinais de lesões corporais
em a  d m
você fica de mal comigo e com raiva da vida
g m em  c  
se cai na rotina eu vou pra bebida
f   bm b 
será que a gente não se gosta mais
em a  d m g m em  c  
a gente quebra a monotonia esbanjando baixaria
f   b 
e o coração que se arrebente
em d m g m em  c  
a gente tá passando dos limites tantas mágoas acredite
f   bm
não há amor que aguente","mpb"
"56503","maravilhas contemporâneas","emílio santiago","mpb","eu sou quase cigano
beirando a mexicano
americano  brasileiro
paraíba
novamente civil
eu sou quase esse crânio
tentando ou não tentando
sou quase nada mulato
não é questão de engano
sou quase nada
sou descendente
mais de africano
sou quase nada
sou forte feito
um nobre humano","mpb"
"56504","lembranças","emílio santiago","mpb","lembro um olhar
lembro um lugar
teu vulto amado
lembro um sorriso
e o paraíso
que tive ao teu lado
lembro a saudade
que hoje invade
os dias meus
para meu mal
lembro afinal
um triste adeus
sou agora no mar desta vida
um barco a vagar
onde está teu olhar
onde está teu sorriso
e aquele lugar    
eu devia sorrir  eu devia
para o meu padecer ocultar
mas diante de tantas lembranças
me ponho a chorar    ","mpb"
"56505","lei do silêncio","emílio santiago","mpb","te vejo sempre calado  não dá pra entender
eu puxo conversa querendo saber
qual é a razão dessa sua atitude
mas você me olha sem nada dizer
de cara amarrada isso não é normal
nem mesmo brigamos pra ficar de mal
impondo entre a gente a lei do silêncio
você me castiga e eu nem sei por quê
e quando no meio da noite
eu acordo assanhado
querendo um chamego
te beijo e te abraço
com tanto desejo e tanta paixâo
meu sonho de amor se transforma
em um pesadelo
você nos meus braços parece de gelo
se deixando amar sem nenhuma emoção
amor me diz o que eu fiz
será que tem prazer
em me ver infeliz
meu bem  já chega por favor
eu não aguento mais
essa falta de amor","mpb"
"56506","la signora di trent'anni fa","emílio santiago","mpb","il cuore mio indiscreto
pace ancor non si dà
sempre mi sveglio più irrequieto
non si rassegna alla sua età
oggi mi hà ricordato
en gran segreti
una signora di trent anni fà
nel     
vestita di  voil  e di  chiffon 
io l hò incontrata non ricordo dove
nel corso  pure a un ballo   
ricordo gli occhi  gli occhi solamente
segnati un pò con la matita blù
poi mi giurai d amarla eternamente
e chiamarla  non ricordo più
poi mi condusse  non ricordo dove
e mi dicesti non ricordo più
nel     
se chiamava  forse  gioventù","mpb"
"56507","kizomba, festa da raça","emílio santiago","mpb","valeu zumbi
o grito forte dos palmares
que correu terras céus e mares
influenciando a abolição
zumbi valeu
hoje a vila é kizomba
é batuque  canto e dança
jogo e maracatu
vem menininha pra dançar o caxambu
vem menininha pra dançar o caxambu
ô ô nega mina
anastácia não se deixou escravizar
ô ô clementina
o pagode é o partido popular
sarcedote ergue a taça
convocando toda a massa
nesse evento que com graça
gente de todas as raças
numa mesma emoção
esta kizomba é nossa constituição
esta kizomba é nossa constituição
que magia
reza ageum e orixá
tem a força da cultura
tem a arte e a bravura
e um bom jogo de cintura
faz valer seus ideais
e a beleza pura dos seus rituais
vem a lua de luanda
para iluminar a rua
nossa sede é nossa sede
de que o apartheid se destrua
vem a lua de luanda
para iluminar a rua
nossa sede é nossa sede
de que o apartheid se destrua
valeu
valeu zumbi
by jpr","mpb"
"56508","insensatez","emílio santiago","mpb","a insensatez que você fez 
coração mais sem cuidado 
fez chorar de dor o seu amor 
um amor tão delicado 
ah  porque você
foi fraco assim 
assim tão desalmado 
ah  meu coração
quem nunca amou 
não merece ser amado 
vai meu coração  ouve a razão 
usa só sinceridade 
quem semeia vento  diz a razão 
colhe sempre tempestade 
vai meu coração 
pede perdão  perdão apaixonado 
vai  porque quem não 
pede perdão 
não é nunca perdoado ","mpb"
"56509","inigualável paixão","emílio santiago","mpb","és inigualável na arte de amar
sou tão feliz que até posso afirmar
jamais vivi um amor assim
ver renascer de dentro de mim
um sentimento que eu sepultei
por desamor     sofri
confesso que chorei
foi bom surgir você
pra reabrir o meu coração
me induzir de novo à paixão
e outra vez me fazer sorrir
a solidão se afastou enfim
tudo que eu quero é ir mais além
pois encontrei o amor
com a vida estou de bem
que a lua venha nos iluminar
e o sol para nos aquecer
pois quando a brisa da manhã chegar
irá fortalecer ainda mais  a união
vou sonhar então
que a lua venha nos iluminar
e o sol para nos aquecer
pois quando a brisa da manhã chegar
irá fortalecer ainda mais  a união","mpb"
"56510","influência do jazz","emílio santiago","mpb","pobre samba meu
foi se misturando se modernizando  e se perdeu
e o rebolado cadê   não tem mais
cadê o tal gingado que mexe com a gente
coitado do meu samba mudou de repente
influência do jazz
quase que morreu
e acaba morrendo  está quase morrendo  não percebeu
que o samba balança de um lado pro outro
o jazz é diferente  pra frente pra trás
e o samba meio morto ficou meio torto
influência do jazz
no afro cubano  vai complicando
vai pelo cano  vai
vai entortando  vai sem descanso
vai  sai  cai    no balanço 
pobre samba meu
volta lá pro morro e pede socorro onde nasceu
pra não ser um samba com notas demais
não ser um samba torto pra frente pra trás
vai ter que se virar pra poder se livrar
da influência do jazz","mpb"
"56511","homenagem ao malandro","emílio santiago","mpb","eu fui fazer um samba em homenagem
à nata da malandragem 
que conheço de outros
carnavais 
eu fui à lapa e perdi a viagem 
que aquela tal malandragem não existe mais 
agora já não é normal 
o que dá de malandro
regular profissional 
malandro com o aparato de
malandro oficial 
malandro candidato
a malandro federal 
malandro com retrato
na coluna social 
malandro com contrato 
com gravata e capital  que
nunca se dá mal 
mas o malandro para valer  não espalha 
aposentou a navalha 
tem mulher e filho e tralha e
tal 
dizem as más línguas que ele até trabalha 
mora lá longe  chacoalha  no trem da central","mpb"
"56512","guerreiro coração","emílio santiago","mpb","vai meu valente parceiro
meu pequeno guerreiro coração
enfrentando as barras 
suportando as garras 
levando na marra 
faz a farra  esquece a dor 
segue no tranco  no arranco
forte franco decisão 
vai não se entregue  se negue  se apegue 
não nos deixe cair no que é tentação 
pois tristeza e alegria
são cores que a vida apresenta  deixa entrar
as dores de amores e choros  e mágoas 
eis aí a nossa vasta experiencia  deixa estar 
mas fortalezaz querida 
há sempre um eterno porem  temos que reconhecer 
há sempre num forte a fraqueza
a lembrança de alguem  um eterno voce
então  não tenha vergonha
se exponha  desanda  destranca 
manda pra fora 
chora comigo
aproveita esta hora  vamos lá meu irmão 
e então não tenha vergonha
se exponha  desanda  destranca  manda pra fora
chora comigo 
aproveita esta hora
vamos lá  só nós dois
meu guerreiro coração ","mpb"
"56513","flamboyant","emílio santiago","mpb","por quantas noites eu me vi desencantar
enquanto os palcos desabavam sobre mim
o meu amor então beijava o meu olhar
dizia  vamos lá  levanta e vai cantar  
e eu me vestia e ela ia amamentar
nosso menino era platéia e camarim
e dos seus seios parecia perguntar 
 meu pai  o que é que há 
me beija e vai cantar 
e eu sabia que tinha de ir
pra amenizar toda a dor da cidade
e eu pousava nos pianos por aí
tal qual um sabiá pousa num flamboyant
por quantas vezes eu pedi a deus de manhã
deixar eu cantar pro brasil
pra ter no portão   o leite e o pão
e o rabo do cão que diz não quando é sim
meu amor já na porta de casa
tendo ao colo o nosso arlequim
me dava a impressão de um samba de tom jobim
até que um dia eu resolvi desencantar
e desabei por sobre os palcos do país
o meu amor ainda beija o meu olhar
e eu digo  vamos lá  cantar pra quem chorar 
e eu peço a deus para poder doar a luz
que minha voz cumpra a missão de atenuar
toda a armagura dessa terra de jesus
e eu digo  vera cruz  canta pra não chorar  
e pros que cantam nos teus cabarés
tenham orgulho desta profissão
pousem nos galhos dos pianos  violões
e a voz é um colibri  nas flores das canções
por quantas vezes eu pedi a deus de manhã 
 conserva me a simplicidade
pra ter no portão o leite e o pão 
o rabo do cão que diz não quando é sim
meu amor está na porta de casa
e o sorriso do meu arlequim
e um céu de emoções e eu sou uma luz assim
a brilhar  a brilhar  a brilhar
meu amor sempre à porta de casa
e o sorriso do meu arlequim
sou um samba canção eterno de tom jobim
a cantar  a cantar  a cantar","mpb"
"56514","flor de liz","emílio santiago","mpb","valei me  deus 
é o fim do nosso amor
perdoa  por favor
eu sei que o erro aconteceu
mas não sei o que fez
tudo mudar de vez
onde foi que eu errei 
eu só sei que amei 
que amei  que amei  que amei
será talvez
que minha ilusão
foi dar meu coração
com toda força
pra essa moça
me fazer feliz
e o destino não quis
me ver como raiz
de uma flor de lis
e foi assim que eu vi
nosso amor na poeira 
poeira
morto na beleza fria de maria
e o meu jardim da vida
ressecou  morreu
do pé que brotou maria
nem margarida nasceu 
e o meu jardim da vida
ressecou  morreu
do pé que brotou maria
nem margarida nasceu ","mpb"
